Company,Type,City,State / Province,Country
Spotkin, Developer,Eugene,Oregon,United States
Two Guys From Andromeda, Developer,Eugene,Oregon,United States
ZeroTransform, Virtual Reality,Bend,Oregon,United States
Zynga Eugene, Developer,Eugene,Oregon,United States
Blind Sky Studios, Developer,Cardiff,South Wales,Wales
dakko dakko, Developer,Cardiff,South Wales,Wales
Games Wales, Organization,Cardiff,South Wales,Wales
Goldborough Studio, Developer,Lawrenny,Pembrokeshire,Wales
Quantum Soup Studios, Developer,Carrog,North Wales,Wales
Wales Interactive, Mobile,Cardiff,South Wales,Wales
Jam City, Mobile,Cedar Falls,Iowa,United States
Phantom EFX (WMS Gaming), Developer,Cedar Falls,Iowa,United States
Scientific Games Interactive, Developer,Cedar Falls,Iowa,United States
Victory VR, Virtual Reality,Davenport,Iowa,United States
Exbleative, Developer,Adelaide,South Australia,Australia
Imagination Entertainment, Developer,Kent Town,South Australia,Australia
Mighty Kingdom, Developer,Adelaide,South Australia,Australia
ODD Games, Developer,Adelaide,South Australia,Australia
Shark Jump, Developer,Adelaide,South Australia,Australia
Team Cherry, Developer,Adelaide,South Australia,Australia
Alien Pixel Studios, Developer,Aberdeen,Scotland,Scotland
Ant Workshop, Developer,Edinburgh,Midlothian,Scotland
Beartrap Games, Developer,Dundee,Angus,Scotland
Black Company Studios, Developer,Edinburgh,Midlothian,Scotland
Blazing Griffin, Developer,Edinburgh,Midlothian,Scotland
Build a Rocket Boy, Developer,Edinburgh,Midlothian,Scotland
CobraMobile, Developer,Dundee,Angus,Scotland
Cohort Studios, Developer,Dundee,Angus,Scotland
Denki, Developer,Dundee,Angus,Scotland
Dovetail Games, Developer,Stirling,Stirling,Scotland
eeGeo, Developer,Dundee,Angus,Scotland
Extra Mile Studios, Developer,Glasgow,Glasgow,Scotland
Firebrand Games, Developer,Glasgow,Glasgow,Scotland
Firefly Studios, Developer,Aberdeen,Scotland,Scotland
Guerilla Tea, Developer,Dundee,Angus,Scotland
HexWar, Developer and Publisher,Fortrose,Inverness,Scotland
Hunted Cow Studios, Developer,Elgin,Moray,Scotland
I-play, Mobile,Dunfermline,Fife,Scotland
igda Scotland Chapter, Organization,Glasgow,Glasgow,Scotland
Iplay, Publisher,Dunfermline,Fife,Scotland
Junkfish, Mobile,Dundee,Angus,Scotland
Kobojo, Online,Dundee,Angus,Scotland
No Code Studio, Developer,Glasgow,Glasgow,Scotland
One Thumb Mobile, Mobile,Glasgow,Glasgow,Scotland
Orthrus Studios, Developer,Dundee,Angus,Scotland
Outplay Entertainment, Developer,Dundee,Angus,Scotland
Pocket Sized Hands, Mobile,Dundee,Angus,Scotland
Proper Games, Developer,Dundee,Angus,Scotland
Reagent Games, Mobile,Dundee,Angus,Scotland
Reloaded Games, Developer,Edinburgh,Midlothian,Scotland
Retro Army, Developer,Edinburgh,Midlothian,Scotland
Robotical, Developer,Edinburgh,Midlothian,Scotland
Rockstar North, Developer,Edinburgh,Midlothian,Scotland
Ruffian Games, Developer,Dundee,Angus,Scotland
Serious Parody, Mobile,Dundee,Angus,Scotland
Storm Cloud, Developer,Dundee,Angus,Scotland
Stormcloud, Mobile,Dundee,Angus,Scotland
Tag Games, Mobile,Dundee,Angus,Scotland
VEEMEE, Developer and Publisher,Edinburgh,Midlothian,Scotland
Blue Planet Software, Developer,Honolulu,Hawaii,United States
HumaNature Studios, Developer,Lahaina,Hawaii,United States
Left Behind Games, Developer,Honolulu,Hawaii,United States
Studio Furukawa, Mobile,Mililani,Hawaii,United States
Mechanist Games, Online,Xiamen,Fujian,China
NetDragon, Online,Fuzhou,Fujian,China
Outact, Developer,Xiamen,Fujian,China
Shortfuse Game Studios, Virtual Reality,Xiamen,Fujian,China
Archimage, Developer,Houston,Texas,United States
Bouncing Pixel, Developer,Houston,Texas,United States
GameAnax, Mobile,Sugar Land,Texas,United States
Laser Shot, Developer,Houston,Texas,United States
Lava Level, Mobile,Houston,Texas,United States
Revelation Interactive, Developer,Houston,Texas,United States
Six Foot, Developer and Publisher,Houston,Texas,United States
Tiny Lions, Developer,Houston,Texas,United States
Triseum, Developer,Bryan,Texas,United States
Gold Creek Games, Online,Des Moines,Iowa,United States
Hatchlings, Mobile,Des Moines,Iowa,United States
Numinous Games, Developer,Des Moines,Iowa,United States
12 East Games, Developer,Portland,Oregon,United States
Appsomniacs, Developer,Portland,Oregon,United States
Beach Day Studios, Developer,Portland,Oregon,United States
Blue Void Studios, Developer,Portland,Oregon,United States
Carpe Fulgur, Publisher,Portland,Oregon,United States
ClutchPlay Games, Developer,Portland,Oregon,United States
Coldrice Games, Developer,Vancouver,Washington,United States
Farjay Studios, Developer,Portland,Oregon,United States
GraceWorks Interactive, Developer,Corvallis,Oregon,United States
Jumpdrive Studios, Developer,Portland,Oregon,United States
Lil Sumn Games, Developer,Portland,Oregon,United States
Long Neck Games, Developer,Portland,Oregon,United States
Moonlight Kids, Developer,Portland,Oregon,United States
Nami Tentou, Developer,Portland,Oregon,United States
Night & Day Studios, Mobile,Portland,Oregon,United States
Night Dive Studios, Developer,Portland,Oregon,United States
PAGDIG/IGDA, Organization,Portland,Oregon,United States
PagodaWest Games, Mobile,Portland,Oregon,United States
Panic, Publisher,Portland,Oregon,United States
Pet Tomato, Developer,Portland,Oregon,United States
Portland Indie Game Squad (PIGSquad), Organization,Portland,Oregon,United States
Rose City Games, Developer,Portland,Oregon,United States
Siege Games, Online,Portland,Oregon,United States
Silver Creek Entertainment, Developer,Grants Pass,Oregon,United States
SleepNinja, Developer,Portland,Oregon,United States
Soma Games, Developer,Newberg,Oregon,United States
Star Maid Games, Developer,Portland,Oregon,United States
Starsoft Entertainment , Developer,Portland,Oregon,United States
The Fullbright Company, Developer,Portland,Oregon,United States
Tinderbox Entertainment, Developer,Vancouver,Washington,United States
Clint Siu, Developer,Reno,Nevada,United States
Everi, Developer,Reno,Nevada,United States
International Game Technology, Developer,Reno,Nevada,United States
Juppiomenz, Developer,Reno,Nevada,United States
Ruby Seven Studios, Online,Reno,Nevada,United States
Spin Games, Developer,Reno,Nevada,United States
Butterscotch Shenanigans, Mobile,St. Louis,Missouri,United States
Campfire Studios, Developer,Fenton,Missouri,United States
Graphite Lab, Developer,St. Louis,Missouri,United States
Happy Badger Studio, Developer,Maplewood,Missouri,United States
Neuron Games, Developer,Mountain View,Missouri,United States
Parallax Studio, Online,Nixa,Missouri,United States
Pixel Press, Developer,St. Louis,Missouri,United States
Riot Games, Online,St. Louis,Missouri,United States
Simutronics Corp, Online,St. Louis,Missouri,United States
StoryUp, Virtual Reality,Columbia,Missouri,United States
Terrifying Jellyfish, Developer,St. Louis,Missouri,United States
Woodsy Studio, Developer,St. Louis,Missouri,United States
Arbor Interactive, Developer,Ann Arbor,Michigan,United States
DreamGate VR, Virtual Reality,Ann Arbor,Michigan,United States
Gaudium, Mobile,Ann Arbor,Michigan,United States
Heart Shaped Games, Developer,Ann Arbor,Michigan,United States
Image Space, Developer,Ann Arbor,Michigan,United States
Quantum Signal, Developer,Ann Arbor,Michigan,United States
Redact Games, Developer,Ypsilanti,Michigan,United States
Rocketcat Games, Mobile,Detroit,Michigan,United States
Scientifically Proven Entertainment, Developer,Detroit,Michigan,United States
Spellbound AR, Health,Ann Arbor,Michigan,United States
Stardock, Developer,Plymouth,Michigan,United States
Swamiware, Developer,Ann Arbor,Michigan,United States
Vectorform Game Studio, Developer,Royal Oak,Michigan,United States
Wolverine Soft, Organization,Ann Arbor,Michigan,United States
Gameloft, Mobile,New Orleans,Louisiana,United States
High Voltage Software, Developer,New Orleans,Louisiana,United States
igda Lafayette Chapter, Organization,Lafayette,Louisiana,United States
inXile Entertainment (Microsoft), Developer,New Orleans,Louisiana,United States
Raconteur Games, Developer,Lafayette,Louisiana,United States
Undead Labs (Microsoft), Developer,New Orleans,Louisiana,United States
3000AD, Developer,Aventura,Florida,United States
302 Interactive, Developer,Orlando,Florida,United States
Artix Entertainment, Developer,Tampa,Florida,United States
Astro Crow, Mobile,Orlando,Florida,United States
CyberDream, Virtual Reality,Orlando,Florida,United States
Dabster Entertainment, Developer,Jacksonville,Florida,United States
Firebrand Games, Developer,Merritt Island,Florida,United States
GameSim, Developer,Orlando,Florida,United States
Gentleman Squid Studio, Developer,Orlando,Florida,United States
Gorilla Systems Corporation, Developer,Tampa,Florida,United States
Hapa Games, Developer,Orlando,Florida,United States
igda Orlando Chapter, Organization,Orlando,Florida,United States
Immersed Games, Developer,Gainesville,Florida,United States
Indienomicon, Organization,Orlando,Florida,United States
Intelimmerse, Virtual Reality,Orlando,Florida,United States
Iron Galaxy Studios, Developer,Orlando,Florida,United States
Isotope 244, Developer,Tampa,Florida,United States
Major Games, Developer,Orlando,Florida,United States
MetalPop, Developer,Orlando,Florida,United States
Mografi, Developer,Sarasota,Florida,United States
Not Suspicious, Virtual Reality,Orlando,Florida,United States
ootii, Developer,Orlando,Florida,United States
Outhouse Games, Mobile,Apopka,Florida,United States
PANICPOP, Mobile,Orlando,Florida,United States
Phyken Media, Mobile,Orlando,Florida,United States
Raydon Corporation, Developer,Daytona Beach,Florida,United States
Reactor Interactive, Developer,Tampa,Florida,United States
Rehametrics, Health,Tampa,Florida,United States
Sharecare Reality Labs, Serious Games,Sarasota,Florida,United States
Six Shooter Games, Developer,Gainesville,Florida,United States
Steamroller Studios, Developer,Eustis,Florida,United States
TBA Games, Developer,Orlando,Florida,United States
Trendy Entertainment, Developer,Gainesville,Florida,United States
Verapy Therapy, Health,Tampa,Florida,United States
War Drum Studios, Mobile,Gainesville,Florida,United States
Zoxide Games, Virtual Reality,Orlando,Florida,United States
AVEN Games, Developer,Naples,Florida,United States
baKno, Developer,Key Biscayne,Florida,United States
Big Duck Games, Mobile,Miami,Florida,United States
Clockwork Elements, Developer,Parkland,Florida,United States
Codebell, Online,Miami,Florida,United States
Digital Tales, Developer,Miami,Florida,United States
Foundry IV, Developer,Fort Lauderdale,Florida,United States
Game Artists, Developer,Pembroke Pines,Florida,United States
Ghostpunch Games, Developer,Sunrise,Florida,United States
HELM Systems, Developer,Weston,Florida,United States
Intuicode, Developer,Boynton Beach,Florida,United States
KefSensei Studios, Developer,Miami,Florida,United States
Lima Sky, Mobile,Miami,Florida,United States
Magic Leap, Virtual Reality,Plantation,Florida,United States
Nuclei, Developer,Pembroke Pines,Florida,United States
Shiver Entertainment, Developer,Miami,Florida,United States
Slang, Publisher,Miami,Florida,United States
Slashkey, Online,Miami,Florida,United States
Trilight Studios, Developer,Weston,Florida,United States
1st Games, Developer,Kiev,Kiev,Ukraine
4A Games, Developer,Kiev,Kiev,Ukraine
Absolutist, Online,Dnipro,Dnipropetrovsk,Ukraine
Apps Ministry, Mobile,Kiev,Kiev,Ukraine
Beatshapers, Developer,Kiev,Kiev,Ukraine
Birds Eye View Games, Developer,Kiev,Kiev,Ukraine
Black Wing Foundation, Developer,Kiev,Kiev,Ukraine
Catalyst Apps, Mobile,Kharkiv,Kharkiv,Ukraine
Creoteam, Developer,Kiev,Kiev,Ukraine
Crytek, Developer,Kiev,Kiev,Ukraine
Drama Drifters, Developer,Kiev,Kiev,Ukraine
EJaw, Developer,Kiev,Kiev,Ukraine
Frogwares, Developer,Kiev,Kiev,Ukraine
G5 Entertainment, Developer and Publisher,Kharkiv,Kharkiv,Ukraine
Gameloft, Mobile,Kharkov,Kharkov,Ukraine
GSC Game World, Developer,Kiev,Kiev,Ukraine
GSN Games, Mobile,Kiev,Kiev,Ukraine
Icegoo Games, Mobile,Kiev,Kiev,Ukraine
Jutiful, Mobile,Kiev,Kiev,Ukraine
Kevuru Games, Mobile,Kiev,Kiev,Ukraine
Lookinar Studio, Virtual Reality,Kiev,Kiev,Ukraine
Melior Games, Developer,Kiev,Kiev,Ukraine
Mirowin, Virtual Reality,Kiev,Kiev,Ukraine
Persha Studia (Wargaming), Developer,Kiev,Kiev,Ukraine
Plarium, Developer,Kharkov,Kharkov,Ukraine
Plarium, Developer,Kiev,Kiev,Ukraine
Plarium, Developer,Lviv,Lviv,Ukraine
Plarium, Developer,Nikolaev,Mykolaiv,Ukraine
Plarium, Developer,Simferopol,Crimea,Ukraine
Playtika, Mobile,Dnipro,Dnipropetrovsk,Ukraine
Playtika, Mobile,Kiev,Kiev,Ukraine
Playtika, Mobile,Vinnitsya,Vinnytsia Oblast,Ukraine
Qumaron, Developer and Publisher,Kiev,Kiev,Ukraine
Room 8 Studio, Developer,Kiev,Kiev,Ukraine
Sigma Software, Virtual Reality,Kharkiv,Kharkiv,Ukraine
Storymind Entertainment, Developer,Kiev,Kiev,Ukraine
Sumom Games, Developer,Kiev,Kiev,Ukraine
Ubisoft Kiev, Developer,Kiev,Kiev,Ukraine
VOLMI Games, Developer,Kiev,Kiev,Ukraine
Vostok Games, Developer,Kiev,Kiev,Ukraine
ZADZEN, Mobile,Lviv,Lviv,Ukraine
7 Raven Studios, Developer,Phuket,Phuket,Thailand
Asiasoft, Publisher,Bangkok,Thonburi,Thailand
Corecell Technology, Mobile,Bangkok,Thonburi,Thailand
Donuts, Mobile,Bangkok,Thonburi,Thailand
FairPlay Studios, Mobile,Bangkok,Thonburi,Thailand
Gameloft, Mobile,Bangkok,Thonburi,Thailand
Infinity Levels Studio, Mobile,Bangkok,Thonburi,Thailand
NC True, Online,Bangkok,Thonburi,Thailand
New Era Online, Publisher,Bangkok,Thonburi,Thailand
Peakware Studio, Developer,Bangkok,Thonburi,Thailand
PIGSSS GAMES, Developer,Bangkok,Thonburi,Thailand
Pocket PlayLab, Mobile,Bangkok,Thonburi,Thailand
RingZero Game Studio, Developer,Bangkok,Thonburi,Thailand
Sanuk Games, Developer,Pak Kret,Nonthaburi,Thailand
VALOFE Thailand, Online,Bangkok,Thonburi,Thailand
ViquaSoft, Developer,Bangkok,Thonburi,Thailand
Virtual Realms, Mobile,Bangkok,Thonburi,Thailand
Coldwood Interactive, Developer,Umea,Norrland,Sweden
Nifflas' Games, Developer,Umea,Norrland,Sweden
Saber Interactive, Developer,Sundsvall,Norrland,Sweden
Babloon Studios, Developer,Skovde,Vastra Gotaland,Sweden
Coffee Stain Studios, Developer and Publisher,Skövde,Vastra Gotaland,Sweden
Dennaton Games, Developer,Gothenburg,Gotaland,Sweden
Double Zero One Zero, Developer,Skovde,Vastra Gotaland,Sweden
Forgotten Key, Developer,Karlshamn,Blekinge,Sweden
Gameport, Developer,Karlshamn,Blekinge,Sweden
Ghost Games (Electronic Arts), Developer,Gothenburg,Gotaland,Sweden
Global Fun, Publisher,Karlskrona,Gotaland,Sweden
Greyish Games, Developer,Kungalv,Vastra Gotaland,Sweden
Guru Games, Developer and Publisher,Skövde,Vastra Gotaland,Sweden
Hello There, Developer,Gothenburg,Gotaland,Sweden
Image & Form Games, Developer,Gothenburg,Gotaland,Sweden
Image & Form International, Developer,Gothenburg,Gotaland,Sweden
Jovian Industries, Developer,Skövde,Vastra Gotaland,Sweden
Lamp Ant Games, Developer,Skovde,Vastra Gotaland,Sweden
Lavapotion, Developer,Gothenburg,Gotaland,Sweden
Legendo Entertainment, Developer,Stenungsund,Vastra Gotaland,Sweden
Ludosity Interactive, Developer,Skövde,Vastra Gotaland,Sweden
ManagerZone, Online,Karlskrona,Gotaland,Sweden
MindArk, Online,Gothenburg,Gotaland,Sweden
Pathos Interactive, Developer,Gothenburg,Gotaland,Sweden
Pieces Interactive, Developer,Skövde,Västergötland,Sweden
River End Games, Developer,Gothenburg,Gotaland,Sweden
Senri, Mobile,Gothenburg,Gotaland,Sweden
Shortfuse Games, Developer,Skövde,Vastra Gotaland,Sweden
SimBin, Developer,Skovde,Vastra Gotaland,Sweden
Stunlock Studios, Developer,Skövde,Vastra Gotaland,Sweden
The Bearded Ladies Consulting, Developer,Trollhattan,Vastra Gotaland,Sweden
THQ Nordic, Publisher,Karlstad,Värmland,Sweden
Thunderful Publishing, Publisher,Gothenburg,Gotaland,Sweden
Triolith Entertainment, Developer,Skovde,Vastra Gotaland,Sweden
Wishfully Games, Developer,Gothenburg,Gotaland,Sweden
Zoink Games, Developer,Gothenburg,Gotaland,Sweden
Almedia, Developer,Strasbourg,Alsace-Champagne-Ardenne-Lorraine,France
apelab, Developer,Geneva,Geneva,Switzerland
Asteroid Lab, Mobile,Berne,Berne,Switzerland
BISBOG, Developer and Publisher,Lausanne,Vaud,Switzerland
bitforge, Mobile,Berne,Berne,Switzerland
Blindflug Studios, Developer,Zurich,Zurich,Switzerland
Colorbloks, Developer,Saint Gallen,Saint Gallen,Switzerland
Crown Adam, Developer,Schmerikon,Saint Gallen,Switzerland
EA Geneva (Electronic Arts), Publisher,Geneva,Geneva,Switzerland
Etter Studios, Developer,Zurich,Zurich,Switzerland
EverdreamSoft, Mobile,Geneva,Geneva,Switzerland
Furinkazan, Developer,Lausanne,Vaud,Switzerland
Gbanga, Developer,Zurich,Zurich,Switzerland
GIANTS Software, Developer,Zurich,Zurich,Switzerland
GoLive Games, Publisher,Zug,Zug,Switzerland
igda Switzerland Chapter, Organization,Zurich,Zurich,Switzerland
Ink Kit, Developer,Zurich,Zurich,Switzerland
Inlusio, Developer,Zurich,Zurich,Switzerland
Karios Games, Mobile,Geneva,Geneva,Switzerland
Koboldgames, Developer,Brugg,Aargau,Switzerland
Koch Media, Publisher,Saint Gallen,Saint Gallen,Switzerland
Magic Leap, Virtual Reality,Lausanne,Vaud,Switzerland
Magic Leap, Virtual Reality,Zurich,Zurich,Switzerland
Massively Multiplayer Online Science, Online,Monthey,Valais,Switzerland
Mindmaze, Virtual Reality,Lausanne,Vaud,Switzerland
Mindmaze, Virtual Reality,Zurich,Zurich,Switzerland
Mister Whale's Game Service, Developer,Zurich,Zurich,Switzerland
NOWWA Corp, Developer,Vaduz,Oberland,Liechtenstein
OZWE Games, Virtual Reality,Lausanne,Vaud,Switzerland
Playables, Developer,Zurich,Zurich,Switzerland
Reha-Stim Medtec, Health,Schlieren,Zurich,Switzerland
RNDRLN Games, Mobile,Flims Dorf,Graubunden,Switzerland
Somniacs, Virtual Reality,Zurich,Zurich,Switzerland
Stray Fawn Studios, Developer,Zurich,Zurich,Switzerland
Struckd, Mobile,Zurich,Zurich,Switzerland
Struckd, Mobile,Zurich,Zurich,Switzerland
Studio PixMix, Developer,Strasbourg,Alsace-Champagne-Ardenne-Lorraine,France
Sunnyside Games, Mobile,Lausanne,Vaud,Switzerland
Swiss Game Developers Association, Organization,Zurich,Zurich,Switzerland
Team Niche, Developer,Zurich,Zurich,Switzerland
Tourmaline Studio, Developer,Geneva,Geneva,Switzerland
Urban Games, Developer,Schaffhausen,Schaffhausen,Switzerland
VertaMed, Virtual Reality,Zurich,Zurich,Switzerland
Virtually Live, Virtual Reality,Zurich,Zurich,Switzerland
Atomic Jelly, Developer,Poznan,Greater Poland,Poland
Detalion, Developer,Rzeszow,Subcarpathia,Poland
Gamedust, Developer,Poznan,Greater Poland,Poland
Geemzo, Developer,Poznan,Greater Poland,Poland
GSpot Studios, Developer,Poznan,Greater Poland,Poland
Kids with Sticks, Developer,Wroclaw,Lower Silesia,Poland
Monster Couch, Developer,Poznan,Greater Poland,Poland
Odyssey, Virtual Reality,Wroclaw,Lower Silesia,Poland
Picadilla, Online,Wroclaw,Lower Silesia,Poland
Plata Games, Developer,Wroclaw,Lower Silesia,Poland
PlayWay, Publisher,Wroclaw,Lower Silesia,Poland
PlayWay, Publisher,Zabrze,Silesia,Poland
Raba Games, Developer,Zielona Gora,Lubusz,Poland
Robot Gentlemen, Developer,Poznan,Greater Poland,Poland
Techland, Publisher,Ostrow Wielkopolski,Greater Poland,Poland
Techland, Developer,Wroclaw,Lower Silesia,Poland
Ten Square Games, Developer,Wroclaw,Lower Silesia,Poland
Tequila Mobile, Mobile,Wroclaw,Lower Silesia,Poland
TopWare Interactive, Developer,Bielsko-Biala,Silesia,Poland
Artifex Mundi, Developer,Krakow,Lesser Poland,Poland
Artifex Mundi, Developer,Zabrze,Silesian,Poland
Bloober Team, Developer,Krakow,Lesser Poland,Poland
Carbon Studio VR, Virtual Reality,Gliwice,Silesia,Poland
Connect2Media, Mobile,Krakow,Lesser Poland,Poland
Crimson Pine Games, Mobile,Gliwice,Silesia,Poland
